contract_id,blueprints,products,contract_price,material_cost_jita_depth,manufacturing_job_cost,industry_scc_surcharge,industry_facility_tax,industry_sci_component,market_broker_fee,sales_tax,relist_cost_reserve,configured_haul_cost,gross_revenue,net_profit,net_roi,factory_system,factory_station,factory_sci,factory_jumps_from_jita,serial_job_hours,profit_per_serial_job_hour,haul_m3,break_even_haul_isk_per_m3,worst_buy_price_used,break_even_bid_per_unit,market_capacity_contracts,total_bpc_runs,bpc_cost_per_run,contract_region_id,contract_system_id,contract_start_location_id,date_expired,title,product_type_id,output_qty,is_single_product,market_history_days,avg_daily_volume_7d,avg_daily_volume_30d,vwap_7d,vwap_30d,order_count_30d,current_bid_premium_vs_30d,output_days_of_30d_volume,output_days_of_7d_volume,scan_days_7d,profitable_days_7d,persistence_7d,median_net_roi_7d,median_net_profit_7d,current_profitable_contracts,opportunity_score,opportunity_class,recommendation,eve_contract_search_hint,bpc_benchmark_type_id,bpc_benchmark_me,bpc_benchmark_te,bpc_market_sample_count,bpc_market_avg_per_run,bpc_market_median_per_run,bpc_market_p25_per_run,bpc_market_p75_per_run,bpc_market_basis,bpc_current_cost_per_run,bpc_discount_vs_avg,bpc_discount_vs_median,bpc_contract_market_value_est,bpc_intrinsic_value_surplus,valuation_basis,v2_verified_at,v2_snapshot_net_profit,v2_status,v2_grade,v2_score,v2_warning,v2_live_material_cost,v2_live_gross_revenue,v2_live_sales_tax,v2_live_net_profit,v2_live_net_roi,v2_stress_net_profit,v2_profit_change_pct,v2_material_max_slippage,v2_product_slippage,v2_product_best_buy,v2_product_vwap,v2_product_worst_buy,v2_orderbook_complete,v2_avg_daily_volume_30d,v2_est_fill_days,v2_historical_fill_rate,v2_liquidity_score,v2_liquidity_label,v2_capital_lock_days,v2_return_per_capital_day,v2_material_type_count,v2_live_product_type_id,v2_live_output_qty
236371723,"1x High-grade Nirvana Gamma Blueprint [1 runs, ME0/TE0]",1x High-grade Nirvana Gamma,60000000.0,209339910.0,7518211.0,5497778.0,343611.0,1676822.0,0.0,11792249.999999998,0.0,0.0,349400000.0,60749629.0,0.2194251293065736,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,1.7,35735075.88235294,6379.46,9522.691419022927,349400000.0,286528456.4036222,12,1,60000000.0,10000044,30003600.0,60011341,2026-09-27T23:33:22Z,,53715,1,True,30.0,14.285714285714286,15.166666666666666,372419999.9999,374896263.73621976,419.0,-0.0680088499205719,0.0659340659340659,0.0699999999999999,2,2,1.0,0.2273605212576607,62539075.5,1,85.9,新机会/待观察,B-：当前不错，继续观察,"1x High-grade Nirvana Gamma Blueprint [1 runs, ME0/TE0] | 合同价 60000000 ISK | 到期 2026-09-27T23:33:22Z",53732,0.0,0.0,10,127081818.18181816,129000000.0,119250000.0,129750000.0,same_type_ME0_TE0,60000000.0,-0.5278632234065384,-0.5348837209302326,127081818.18181816,67081818.18181817,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,60749629.0,SAFE,A,81.5,,209282840.0,349400000.0,11792249.999999998,60806699.0,0.2196765466761179,60503159.0,0.0009394296054054,0.0,0.0,349400000.0,349400000.0,349400000.0,True,15.166666666666666,0.1883830455259026,1.0,100.0,high,0.259216378859236,0.8474639899024682,5.0,53715.0,1.0
236408317,"1x Porpoise Blueprint [10 runs, ME10/TE20]",10x Porpoise,2980000.0,758948911.97,40506299.0,29620694.0,1851293.0,9034312.0,0.0,30966637.5,0.0,0.0,917530000.0,84128151.52999997,0.1048410518131478,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,22.666666666666668,3711536.0969117633,911864.75,92.259462305128,91720000.0,83046334.89987062,1,10,298000.0,10000002,30000142.0,60003760,2026-10-24T05:12:34Z,10-runs 10/20,42244,10,True,30.0,51.85714285714285,47.53333333333333,97636584.02112947,98741479.66281907,1293.0,-0.0711097270042531,0.2103786816269285,0.1928374655647383,7,7,1.0,0.1076684529360768,86400897.5,16,66.6,深度不足型瞬时机会,C：抢单型，先确认买盘,"1x Porpoise Blueprint [10 runs, ME10/TE20] | 合同价 2980000 ISK | 到期 2026-10-24T05:12:34Z",43910,10.0,20.0,66,378757.57575757575,298000.0,298000.0,298000.0,same_type_ME10_TE20,298000.0,-0.2132170573645891,0.0,3787575.757575757,807575.7575757573,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,84128151.52999997,SAFE,A,78.0,,758655940.8799999,917730000.0,30973387.5,84614372.62000012,0.1054854967276856,84097456.12,0.0057795289823617,0.0029595874376149,0.000185205360061,91790000.0,91773000.0,91720000.0,True,47.53333333333333,0.6010819475055099,1.0,100.0,high,1.5455263919499544,0.0682521484441278,7.0,42244.0,10.0
236389266,"1x Standup Layered Armor Plating II Blueprint [5 runs, ME5/TE10]",5x Standup Layered Armor Plating II,50000000.0,639175412.0,16934195.0,12383323.0,773958.0,3776914.0,0.0,27907875.0,0.0,0.0,826900000.0,92882518.0,0.1315412183593191,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,68.21277777777777,1361658.636781965,62895.96,1476.7644535515476,165100000.0,146154640.5174644,2,5,10000000.0,10000002,30000142.0,60003760,2026-10-23T14:43:34Z,*mail Aluka 7th for more,47362,5,True,29.0,10.857142857142858,11.379310344827584,183723684.2085526,186284121.2127576,243.0,-0.1137194145955302,0.4393939393939394,0.4605263157894737,7,7,1.0,0.140185184760181,251475719.0,2,67.7,持续机会,A：重点关注,"1x Standup Layered Armor Plating II Blueprint [5 runs, ME5/TE10] | 合同价 50000000 ISK | 到期 2026-10-23T14:43:34Z",47363,5.0,10.0,1,10000000.0,10000000.0,10000000.0,10000000.0,same_type_all_ME_TE,10000000.0,0.0,0.0,50000000.0,0.0,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,92882518.0,SAFE,A,74.9,,638985431.2,827100000.0,27914625.0,93265748.79999997,0.1321195010571586,85913671.39999998,0.0041259734151474,0.01365598027127,0.0046931407942238,166200000.0,165420000.0,165100000.0,True,11.933333333333334,1.1971268954509178,0.3,90.0,high,4.039325969524992,0.0327083038244361,7.0,47362.0,5.0
236195152,"1x Standup Firbolg I Blueprint [50 runs, ME10/TE20]",50x Standup Firbolg I,7760000.0,325564711.97,17733414.0,12967762.0,810485.0,3955167.0,0.0,14911019.999999998,0.0,0.0,441808000.0,75838854.02999997,0.2160293365107317,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,64.6,1173976.0685758512,230261.5,329.3596803199839,8836000.0,7266403.64232859,2,50,155200.0,10000002,30000142.0,60003760,2026-10-17T12:09:31Z,10/20 - 50 Runs,47139,50,True,26.0,26.0,49.96153846153846,10301669.231615383,9893159.352979217,132.0,-0.1068576089053758,1.0007698229407236,1.9230769230769231,7,7,1.0,0.2179061094914242,76304453.0,6,72.6,持续机会,A：重点关注,"1x Standup Firbolg I Blueprint [50 runs, ME10/TE20] | 合同价 7760000 ISK | 到期 2026-10-17T12:09:31Z",47210,10.0,20.0,5,155342.216,155200.0,155200.0,155555.54,same_type_ME10_TE20,155200.0,-0.0009155012955397,0.0,7767110.800000001,7110.800000000745,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,75838854.02999997,SAFE,A,74.9,,325464825.9,441808000.0,14911019.999999998,75938740.10000002,0.2163754300843244,75784969.89999998,0.0013170830608877,0.0023403497605625,9.505488287880502e-05,8837000.0,8836160.0,8836000.0,True,51.5,2.7739251040221915,0.0333333333333333,80.0,high,5.465591770688858,0.0395886555678587,7.0,47139.0,50.0
236334774,"1x Capital Ancillary Shield Booster Blueprint [5 runs, ME0/TE0]",5x Capital Ancillary Shield Booster,35000000.0,294857512.72,13683912.0,10006517.0,625407.0,3051988.0,0.0,14296837.499999998,0.0,0.0,423610000.0,65771737.77999997,0.1914521307979279,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,34.0,1934462.875882352,87934.1,747.9662358516204,84140000.0,71108186.22923674,2,5,7000000.0,10000042,30002053.0,60005686,2026-10-21T18:24:59Z,,41504,5,True,29.0,9.166666666666666,9.79310344827586,89578545.4530909,91105845.07042252,233.0,-0.0764588162816348,0.5105633802816902,0.5454545454545455,7,7,1.0,0.2033431607902747,69166497.91000003,11,77.8,持续机会,A：重点关注,"1x Capital Ancillary Shield Booster Blueprint [5 runs, ME0/TE0] | 合同价 35000000 ISK | 到期 2026-10-21T18:24:59Z",41638,0.0,0.0,11,8334363.636363637,8000000.0,7750000.0,8800000.0,same_type_ME0_TE0,7000000.0,-0.1601038417068435,-0.125,41671818.18181819,6671818.181818187,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,65771737.77999997,SAFE,A,74.8,,294768919.65,423610000.0,14296837.499999998,65860330.85000002,0.1917594638355343,63471960.60000002,0.0013469777900104,0.0019880476709875,0.0057270273442084,85210000.0,84722000.0,84140000.0,True,9.833333333333334,1.452784503631961,0.2,90.0,high,2.869451170298628,0.0668279236881308,7.0,41504.0,5.0
235937868,"1x Nergal Blueprint [2 runs, ME4/TE14]",2x Nergal,8000000.0,475048398.0,14705924.0,10753875.0,672117.0,3279932.0,0.0,19578375.0,0.0,0.0,580100000.0,62767303.0,0.1261009703497863,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,35.18555555555555,1783894.0442732184,14254.3,4403.394274008545,289900000.0,257570153.686934,4,2,4000000.0,10000002,30000142.0,60003760,2026-10-09T15:19:33Z,,52250,2,True,30.0,25.285714285714285,26.33333333333333,312382485.87610173,315681772.1524683,734.0,-0.0816701324776402,0.0759493670886076,0.0790960451977401,4,4,1.0,0.1451482955054975,201826652.70000005,25,75.1,周期机会,B+：可重点做,"1x Nergal Blueprint [2 runs, ME4/TE14] | 合同价 8000000 ISK | 到期 2026-10-09T15:19:33Z",52251,4.0,14.0,10,4295000.0,4000000.0,4000000.0,4000000.0,same_type_ME4_TE14,4000000.0,-0.0686845168800931,0.0,8590000.0,590000.0,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,62767303.0,SAFE,A,73.9,,472066888.0,580100000.0,19578375.0,65748813.0,0.1328868753604836,62184470.399999976,0.0475010054199716,0.0,0.0005168849069607,290200000.0,290050000.0,289900000.0,True,26.33333333333333,0.216998191681736,1.0,100.0,high,1.6830630064965508,0.078955377693851,11.0,52250.0,2.0
235516234,"1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20]",50x Mobile Cynosural Beacon,20000000.0,1275070411.1,47860945.0,34998860.0,2187430.0,10674655.0,0.0,51829874.99999999,0.0,0.0,1535700000.0,140938768.9000001,0.1049486023688505,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,81.8263888888889,1722412.180395486,151574.15,929.8338067539888,29510000.0,27796768.04346701,1,50,400000.0,10000002,30000142.0,60003760,2026-09-26T22:45:27Z,MAX Run 5-pack,57319,50,True,30.0,114.57142857142856,131.56666666666666,33850386.53385287,32061664.55547758,877.0,-0.0795861534594478,0.3800354699771979,0.4364089775561097,3,3,1.0,0.0961673357695155,122934597.8900001,2,64.5,深度不足型瞬时机会,C：抢单型，先确认买盘,"1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 1x Mobile Cynosural Beacon Blueprint [10 runs, ME10/TE20] | 合同价 20000000 ISK | 到期 2026-09-26T22:45:27Z",57429,10.0,20.0,16,1318062.5,450000.0,386750.0,1375000.0,same_type_ME10_TE20,400000.0,-0.6965242543506094,-0.1111111111111111,65903125.0,45903125.0,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,140938768.9000001,SAFE,A,70.8,,1275568976.5,1535700000.0,51829874.99999999,140440203.5,0.1045385406804042,96782833.45000003,-0.0035374610115534,0.0023599815469535,0.0098646034816247,31020000.0,30714000.0,29510000.0,True,131.56666666666666,1.0858156285062797,0.3666666666666666,90.0,high,4.49524849887665,0.0232553418807721,11.0,57319.0,50.0
236415625,"1x Capital Shield Emitter Blueprint [40 runs, ME10/TE20]",40x Capital Shield Emitter,3800000.0,408065009.97,20067436.0,14674542.0,917159.0,4475735.0,0.0,17021812.499999996,0.0,0.0,504350000.0,55395741.52999997,0.128250938420698,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,96.71111111111112,572796.0406364886,176544.28,313.77817242223864,12590000.0,11175483.724967657,3,40,95000.0,10000002,30000142.0,60003760,2026-10-24T10:45:56Z,40 run 10/20,21023,40,True,30.0,43.285714285714285,62.9,14459966.996237624,13266459.989114994,292.0,-0.0509902407778731,0.6359300476947536,0.924092409240924,7,7,1.0,0.1259847898910106,54242102.19,47,69.8,持续机会,A：重点关注,"1x Capital Shield Emitter Blueprint [40 runs, ME10/TE20] | 合同价 3800000 ISK | 到期 2026-10-24T10:45:56Z",21024,10.0,20.0,62,150865.2995967742,115000.0,97500.0,177350.0,same_type_ME10_TE20,95000.0,-0.3702991989946553,-0.1739130434782608,6034611.983870967,2234611.983870968,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,55395741.52999997,SAFE,B,62.8,,408018673.9,504350000.0,17021812.499999996,55442077.60000002,0.1283719858757143,54918263.899999976,0.0008364554516335,0.0009304406356711,0.001682501979414,12630000.0,12608750.0,12590000.0,True,62.9,1.816942993413582,0.1333333333333333,90.0,high,5.846572623043212,0.0219567931765286,9.0,21023.0,40.0
236423696,"1x Standup Dragonfly I Blueprint [50 runs, ME10/TE20]",50x Standup Dragonfly I,7900000.0,325564711.97,17733414.0,12967762.0,810485.0,3955167.0,0.0,13928726.249999998,0.0,0.0,412703000.0,47576147.77999997,0.1354681140413147,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,64.6,736472.8758513929,230261.5,206.6179008648861,7832000.0,7269301.443104787,1,50,158000.0,10000002,30000142.0,60003760,2026-10-24T15:28:23Z,10/20 - 50 Runs,47138,50,True,26.0,25.33333333333333,39.80769230769231,11305605.262368422,10789240.579942027,138.0,-0.2740916339783683,1.2560386473429952,1.973684210526316,4,4,1.0,0.1648523632075308,58444518.25999999,4,50.6,深度不足型瞬时机会,C：抢单型，先确认买盘,"1x Standup Dragonfly I Blueprint [50 runs, ME10/TE20] | 合同价 7900000 ISK | 到期 2026-10-24T15:28:23Z",47209,10.0,20.0,3,158000.0,158000.0,158000.0,158000.0,same_type_ME10_TE20,158000.0,0.0,0.0,7900000.0,0.0,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,47576147.77999997,SAFE,C,51.9,,325464825.9,414459000.0,13987991.249999998,49372768.85000002,0.1406238005182321,47535791.149999976,0.037763063085896,0.0023403497605625,0.0483145809414466,8710000.0,8289180.0,7832000.0,True,45.63333333333333,3.130543671084212,0.0333333333333333,65.0,medium,5.822210337750878,0.0241529921388163,7.0,47138.0,50.0
236336499,"1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20]",1100000x Mining Laser Optimization Charge,11000000.0,268765200.0,14738746.0,10777877.0,673618.0,3287251.0,0.0,11972267.545499995,0.0,0.0,354733853.2,48257639.65449999,0.1638607574191891,Gekutami,Gekutami VI - Moon 2 - Sukuuvestaa Corporation Foundry,0.0122,7,1662.2222222222222,29032.00246594251,426800.0,113.06850903116212,312.4,277.08239068564035,2,2200,5000.0,10000032,30002659.0,60011866,2026-10-21T19:36:46Z,Mining Laser Optimization Charge Blueprint,42830,1100000,True,30.0,750897.7142857143,918891.5333333332,408.862740369432,348.52994531527224,4035.0,-0.1036638194247266,1.1970944992927348,1.4649132352818073,1,1,1.0,0.1695869405079933,49811389.22349997,1,55.4,新机会/待观察,B-：当前不错，继续观察,"1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 1x Mining Laser Optimization Charge Blueprint [200 runs, ME10/TE20] | 合同价 11000000 ISK | 到期 2026-10-21T19:36:46Z",42882,10.0,20.0,9,159110.55555555556,5000.0,5000.0,5000.0,same_type_ME10_TE20,5000.0,-0.9685753092713312,0.0,350043222.2222222,339043222.2222222,JITA_BUY_DEPTH_ONLY,2026-09-26T16:58:47.147993+00:00,48257639.65449999,SAFE,C,50.5,,268793358.4,354733853.2,11972267.545499995,48229481.25450003,0.1637494878622815,44672684.45949996,-0.0005835013938012,0.0009521669549893,0.025135063207651,330.8,322.48532109090905,312.4,True,918891.5333333332,3.4202699979792426,0.0,65.0,medium,72.6795292572385,0.002253034513786,3.0,42830.0,1100000.0
